timestamp_utc,region,az,instance_type,product,spot_price,price_timestamp_utc
2026-08-27T23:46:00Z,us-west-2,us-west-2a,g5.xlarge,Windows,0.284600,2026-08-27T20:00:00Z
2026-08-27T23:46:00Z,us-west-2,us-west-2b,g5.xlarge,Linux/UNIX,0.509300,2026-08-27T20:00:00Z
2026-08-27T23:46:00Z,us-west-2,us-west-2b,g5.xlarge,Windows,0.284600,2026-08-27T21:00:00Z
2026-08-27T23:46:00Z,us-west-2,us-west-2c,g5.xlarge,Linux/UNIX,0.505200,2026-08-27T22:00:00Z
2026-08-27T23:46:00Z,us-west-2,us-west-2c,g5.xlarge,Windows,0.330900,2026-08-27T23:00:00Z
2026-08-27T23:46:00Z,ap-northeast-1,ap-northeast-1a,g5.xlarge,Linux/UNIX,0.812400,2026-08-27T21:00:00Z
2026-08-27T23:46:00Z,ap-northeast-1,ap-northeast-1a,g5.xlarge,Windows,0.329900,2026-08-27T18:00:00Z
2026-08-27T23:46:00Z,ap-northeast-1,ap-northeast-1c,g5.xlarge,Linux/UNIX,0.848900,2026-08-27T20:00:00Z
2026-08-27T23:46:00Z,ap-northeast-1,ap-northeast-1c,g5.xlarge,Windows,0.329900,2026-08-27T22:00:00Z
2026-08-27T23:46:00Z,ap-northeast-2,ap-northeast-2a,g5.xlarge,Linux/UNIX,0.417700,2026-08-27T17:00:00Z
2026-08-27T23:46:00Z,ap-northeast-2,ap-northeast-2a,g5.xlarge,Windows,0.307700,2026-08-27T18:00:00Z
2026-08-27T23:46:00Z,ap-northeast-2,ap-northeast-2c,g5.xlarge,Linux/UNIX,0.392900,2026-08-27T21:00:00Z
2026-08-27T23:46:00Z,ap-northeast-2,ap-northeast-2c,g5.xlarge,Windows,0.307700,2026-08-27T22:00:00Z
2026-08-27T23:46:00Z,ap-northeast-2,ap-northeast-2d,g5.xlarge,Linux/UNIX,0.354000,2026-08-27T18:00:00Z
2026-08-27T23:46:00Z,ap-northeast-2,ap-northeast-2d,g5.xlarge,Windows,0.307700,2026-08-27T21:00:00Z
2026-08-27T23:46:00Z,ap-south-1,ap-south-1a,g5.xlarge,Linux/UNIX,0.507400,2026-08-27T22:00:00Z
2026-08-27T23:46:00Z,ap-south-1,ap-south-1a,g5.xlarge,Windows,0.304800,2026-08-27T18:00:00Z
2026-08-27T23:46:00Z,ap-south-1,ap-south-1b,g5.xlarge,Linux/UNIX,0.471500,2026-08-27T19:00:00Z
2026-08-27T23:46:00Z,ap-south-1,ap-south-1b,g5.xlarge,Windows,0.304800,2026-08-27T18:00:00Z
2026-08-27T23:46:00Z,ap-southeast-2,ap-southeast-2a,g5.xlarge,Linux/UNIX,0.724200,2026-08-27T20:00:00Z
2026-08-27T23:46:00Z,ap-southeast-2,ap-southeast-2a,g5.xlarge,Windows,0.444700,2026-08-27T21:00:00Z
2026-08-27T23:46:00Z,ap-southeast-2,ap-southeast-2c,g5.xlarge,Linux/UNIX,0.809800,2026-08-27T21:00:00Z
2026-08-27T23:46:00Z,ap-southeast-2,ap-southeast-2c,g5.xlarge,Windows,0.376500,2026-08-27T22:00:00Z
2026-08-28T11:16:05Z,us-east-1,us-east-1a,g5.xlarge,Linux/UNIX,0.956400,2026-08-28T11:00:00Z
2026-08-28T11:16:05Z,us-east-1,us-east-1a,g5.xlarge,Windows,0.351400,2026-08-28T10:00:00Z
2026-08-28T11:16:05Z,us-east-1,us-east-1b,g5.xlarge,Linux/UNIX,0.753900,2026-08-28T04:00:00Z
2026-08-28T11:16:05Z,us-east-1,us-east-1b,g5.xlarge,Windows,0.330400,2026-08-28T09:00:00Z
2026-08-28T11:16:05Z,us-east-1,us-east-1c,g5.xlarge,Linux/UNIX,0.639700,2026-08-28T10:00:00Z
2026-08-28T11:16:05Z,us-east-1,us-east-1c,g5.xlarge,Windows,0.325700,2026-08-28T07:00:00Z
2026-08-28T11:16:05Z,us-east-1,us-east-1d,g5.xlarge,Linux/UNIX,0.558400,2026-08-28T09:00:00Z
2026-08-28T11:16:05Z,us-east-1,us-east-1d,g5.xlarge,Windows,0.328000,2026-08-28T08:00:00Z
2026-08-28T11:16:05Z,us-east-1,us-east-1f,g5.xlarge,Linux/UNIX,0.543700,2026-08-28T10:00:00Z
2026-08-28T11:16:05Z,us-east-1,us-east-1f,g5.xlarge,Windows,0.324600,2026-08-28T04:00:00Z
2026-08-28T11:16:05Z,us-east-2,us-east-2a,g5.xlarge,Linux/UNIX,0.377200,2026-08-28T10:00:00Z
2026-08-28T11:16:05Z,us-east-2,us-east-2a,g5.xlarge,Windows,0.284600,2026-08-28T06:00:00Z
2026-08-28T11:16:05Z,us-east-2,us-east-2b,g5.xlarge,Linux/UNIX,0.368600,2026-08-28T04:00:00Z
2026-08-28T11:16:05Z,us-east-2,us-east-2b,g5.xlarge,Windows,0.284600,2026-08-28T08:00:00Z
2026-08-28T11:16:05Z,us-east-2,us-east-2c,g5.xlarge,Linux/UNIX,0.341400,2026-08-28T09:00:00Z
2026-08-28T11:16:05Z,us-east-2,us-east-2c,g5.xlarge,Windows,0.284600,2026-08-28T09:00:00Z
2026-08-28T11:16:05Z,us-west-2,us-west-2a,g5.xlarge,Linux/UNIX,0.527000,2026-08-28T10:00:00Z
2026-08-28T11:16:05Z,us-west-2,us-west-2a,g5.xlarge,Windows,0.284600,2026-08-28T09:00:00Z
2026-08-28T11:16:05Z,us-west-2,us-west-2b,g5.xlarge,Linux/UNIX,0.505600,2026-08-28T10:00:00Z
2026-08-28T11:16:05Z,us-west-2,us-west-2b,g5.xlarge,Windows,0.284600,2026-08-28T09:00:00Z
2026-08-28T11:16:05Z,us-west-2,us-west-2c,g5.xlarge,Linux/UNIX,0.500900,2026-08-28T09:00:00Z
2026-08-28T11:16:05Z,us-west-2,us-west-2c,g5.xlarge,Windows,0.330600,2026-08-28T10:00:00Z
2026-08-28T11:16:05Z,ap-northeast-1,ap-northeast-1a,g5.xlarge,Linux/UNIX,0.808800,2026-08-28T09:00:00Z
2026-08-28T11:16:05Z,ap-northeast-1,ap-northeast-1a,g5.xlarge,Windows,0.329900,2026-08-28T04:00:00Z
2026-08-28T11:16:05Z,ap-northeast-1,ap-northeast-1c,g5.xlarge,Linux/UNIX,0.842000,2026-08-28T07:00:00Z
2026-08-28T11:16:05Z,ap-northeast-1,ap-northeast-1c,g5.xlarge,Windows,0.329900,2026-08-28T08:00:00Z
2026-08-28T11:16:05Z,ap-northeast-2,ap-northeast-2a,g5.xlarge,Linux/UNIX,0.410800,2026-08-28T08:00:00Z
2026-08-28T11:16:05Z,ap-northeast-2,ap-northeast-2a,g5.xlarge,Windows,0.307700,2026-08-28T06:00:00Z
2026-08-28T11:16:05Z,ap-northeast-2,ap-northeast-2c,g5.xlarge,Linux/UNIX,0.385400,2026-08-28T09:00:00Z
2026-08-28T11:16:05Z,ap-northeast-2,ap-northeast-2c,g5.xlarge,Windows,0.307700,2026-08-28T04:00:00Z
2026-08-28T11:16:05Z,ap-northeast-2,ap-northeast-2d,g5.xlarge,Linux/UNIX,0.348400,2026-08-28T09:00:00Z
2026-08-28T11:16:05Z,ap-northeast-2,ap-northeast-2d,g5.xlarge,Windows,0.307700,2026-08-28T09:00:00Z
2026-08-28T11:16:05Z,ap-south-1,ap-south-1a,g5.xlarge,Linux/UNIX,0.507600,2026-08-28T07:00:00Z
2026-08-28T11:16:05Z,ap-south-1,ap-south-1a,g5.xlarge,Windows,0.304800,2026-08-28T08:00:00Z
2026-08-28T11:16:05Z,ap-south-1,ap-south-1b,g5.xlarge,Linux/UNIX,0.472400,2026-08-28T07:00:00Z
2026-08-28T11:16:05Z,ap-south-1,ap-south-1b,g5.xlarge,Windows,0.304800,2026-08-28T09:00:00Z
2026-08-28T11:16:05Z,ap-southeast-2,ap-southeast-2a,g5.xlarge,Linux/UNIX,0.725800,2026-08-28T09:00:00Z
2026-08-28T11:16:05Z,ap-southeast-2,ap-southeast-2a,g5.xlarge,Windows,0.440600,2026-08-28T09:00:00Z
2026-08-28T11:16:05Z,ap-southeast-2,ap-southeast-2c,g5.xlarge,Linux/UNIX,0.822300,2026-08-28T10:00:00Z
2026-08-28T11:16:05Z,ap-southeast-2,ap-southeast-2c,g5.xlarge,Windows,0.376800,2026-08-28T07:00:00Z
2026-08-28T22:13:49Z,us-east-1,us-east-1a,g5.xlarge,Linux/UNIX,0.955600,2026-08-28T17:00:00Z
2026-08-28T22:13:49Z,us-east-1,us-east-1a,g5.xlarge,Windows,0.350500,2026-08-28T19:00:00Z
2026-08-28T22:13:49Z,us-east-1,us-east-1b,g5.xlarge,Linux/UNIX,0.745700,2026-08-28T22:00:00Z
2026-08-28T22:13:49Z,us-east-1,us-east-1b,g5.xlarge,Windows,0.329300,2026-08-28T20:00:00Z
